 2.57936658 1 696 2443
 -2.6382394 1 696 55
 -1.6479555 1 696 482
 -2.1028729 1 696 1564
 -0.0373332 1 696 1906
 -1.9300714 1 696 2656
 -1.9768119 1 696 701
 -2.5327564 1 696 1759
 -0.2967464 1 696 1827
 -2.2835897 1 696 2254
 -2.3231395 1 696 1
 2.69336775 1 696 2380
 -2.2365073 1 696 1080
 2.62577719 1 696 1940
 -2.2801734 1 696 517
 -2.9751501 1 696 93
 -2.7463825 1 696 321
 0.16223911 1 696 541
 6.13292916 1 696 2762
 -1.3122211 1 696 1390
 -3.0542116 1 696 1812
 -0.6312009 1 696 1347
 1.6104207 1 696 2509
 0.45200325 1 696 628
 -0.8687035 1 1781 1601
 -0.6253251 1 222 235
 0.54839104 1 1844 283
 0.03317336 1 696 130
 -0.9559507 1 696 968
 -0.8212563 1 696 747
 0.13144417 1 424 1699
 -0.8536013 1 740 19
 0.03416785 1 968 398
 0.57391141 1 526 738
 -0.3352076 1 277 1492
 -1.3045436 1 696 24
 -0.1632972 1 696 296
 -0.0221339 1 696 593
 0.12719615 1 696 954
 -1.4986769 1 696 2384
 2.26375437 1 696 2715
 -1.2816328 1 696 1371
 0.31547881 1 696 308
 -0.0874177 1 1801 1052
 0.28087823 1 1044 2444
 -2.086714 1 1746 2092
 0.15843932 1 1573 1500
 -1.2989233 1 1369 213
 -0.7963796 1 2096 447
 -0.1268486 1 1359 1271
 -0.0793519 1 1460 928
 1.87389316 1 1916 2307
 0.43824932 1 766 218
 -0.4159502 1 1140 1149
 0.52573192 1 1704 2342
 -0.0525381 1 289 2436
 -2.4182168 1 887 710
 0.51480672 1 919 16
 1.13661707 1 177 1791
 0.19465151 1 2488 2313
 -1.405469 1 892 869
 -0.6226094 1 1448 1907
 1.06471764 1 1630 610
 -0.5234503 1 1739 2400
 1.02936373 1 2391 1795
 -1.2502266 1 894 1785
 -0.0428923 1 2240 405
 0.37011563 1 482 136
 -2.1651166 1 696 2612
 -0.8789283 1 1900 1886
 -1.0673994 1 696 1267
 2.55927619 1 2037 1358
 2.46947623 1 696 348
 1.69138638 1 2432 302
 4.88904896 1 373 1766
 -0.3307049 1 1040 1485
 1.13386455 1 696 225
 2.14764517 1 851 1289
 2.51429726 1 696 947
 -2.1568449 1 696 1980
 0.2229258 1 696 1259
 1.70482725 1 1444 2301
 -1.7252332 1 696 846
 0.03084171 1 1116 2620
 -0.0629401 1 1117 144
 1.42293925 1 696 1574
 -0.3038606 1 696 1482
 0.27486678 1 696 1683
 0.93643069 1 1375 2020
 -2.5269077 1 696 624
 3.98050226 1 696 731
 -0.4920962 1 924 389
 0.85212506 1 696 2740
 -0.350809 1 1902 1778
 -3.2917789 1 696 1694
 1.84786435 1 2376 1473
 -0.3237796 1 1501 1803
 -0.0823926 1 696 2721
 -0.6763263 1 2045 754
 -0.4606662 1 696 961
 -0.4437216 1 696 603
 -0.5074612 1 1150 2532
 2.36877849 1 1222 56
 2.44623136 1 696 1900
 1.43857734 1 1355 1250
 -1.2065654 1 696 875
 -2.856128 1 696 829
 -1.303134 1 2200 2322
 -1.2777103 1 1112 2650
 -1.1694938 1 1113 2124
 -1.892096 1 1031 1782
 -0.2538804 1 1777 1378
 0.08764775 1 873 337
 -0.9754933 1 786 11
 1.35568826 1 1004 313
 0.87812928 1 1453 100
 0.2734929 1 1825 1588
 -0.5291722 1 2130 2004
 -0.9332531 1 7 2525
 1.15508257 1 79 1801
 2.08039987 1 1321 2424
 -0.2505297 1 2043 1771
 -0.2371309 1 128 1256
 -2.3126281 1 554 1385
 -1.2737297 1 2262 983
 -1.3663093 1 2411 2537
 0.01537039 1 1454 2410
 -0.6888631 1 569 1384
 0.17882504 1 634 1708
 -0.7078529 1 488 320
 -0.6708775 1 589 656
 -0.7441237 1 563 2528
 0.1294439 1 1692 1157
 -0.5283731 1 67 1504
 0.42299455 1 1440 937
 -0.1003169 1 1485 193
 1.80126133 1 771 126
 -0.1135641 1 508 1471
 1.42267713 1 213 888
 0.66204083 1 1932 720
 -0.9090255 1 2263 2429
 -0.2789597 1 1650 1775
 -0.329929 1 602 1387
 -0.0235276 1 696 1723
 -0.2880111 1 696 2803
 -0.2256156 1 1931 2471
 0.26547123 1 618 670
 0.35570429 1 1863 1293
 -0.481608 1 1754 951
 -0.5369307 1 1497 2541
 -1.0908615 1 636 1987
 4.64624206 1 2217 1170
 -0.0514117 1 2014 1511
 -0.9943814 1 1198 203
 0.80602398 1 1648 2679
 -0.0459552 1 286 540
 -0.331697 1 423 1167
 0.6615178 1 1120 1990
 -0.0156852 1 1513 2204
 -0.3421373 1 1443 424
 0.05945864 1 446 89
 -0.639216 1 243 232
 1.68833062 1 2002 1391
 0.83881456 1 154 1044
 -0.588595 1 1269 2115
 0.16207563 1 343 2423
 -1.0433482 1 1028 1416
 -0.3685375 1 2410 1606
 1.20525062 1 158 1264
 -1.0076652 1 273 1892
 0.03648721 1 729 2232
 -0.3638781 1 1165 850
 1.77975524 1 1748 1196
 -1.5241939 1 1589 177
 0.07716897 1 670 2709
 0.39785294 1 1640 228
 -1.2855038 1 118 2514
 -1.0473052 1 29 736
 0.32929113 1 12 396
 0.08747401 1 1278 2491
 -0.5561467 1 1483 651
 -0.0269065 1 50 708
 -0.0420708 1 1605 2439
 0.2799993 1 1596 2766
 0.07255669 1 102 1757
 0.4665823 1 1518 1404
 -1.0588908 1 1997 1733
 0.00216483 1 184 2787
 0.39173338 1 1118 2698
 -1.3542151 1 27 936
 -0.0592803 1 1765 1642
 -0.8088004 1 1991 190
 0.13345484 1 291 216
 -0.1209888 1 130 558
 -0.8053417 1 1126 1155
 -2.0138218 1 40 2190
 0.11593784 1 220 1851
 -0.3440566 1 1818 1308
 -0.1273499 1 620 1644
 -0.4889651 1 1946 12
 -0.5547238 1 305 1370
 -1.4445298 1 1268 2125
 -0.9008051 1 1209 2464
 -2.0833601 1 174 2073
 -0.7806315 1 862 1086
